run_id,task_id,status,score,cost_usd,tokens_in,tokens_out,cache_hit,cache_miss,turns,max_turns,wall_sec,llm_wall_sec_db,llm_wall_sec_recompute,bash_total_sec,qe_bash_db,qe_self_db,qe_wall_real,qe_derived,harness_residual,n_turns_seen,n_with_llm_wall,n_out_files,gpu_util_p50,gpu_util_p95,gpu_util_max,mem_util_p95,mem_used_p95_mib,power_p95_w,temp_max,throttle_count,n_gpu_samples,bottleneck
2026-05-10T10-39-17Z_M1_T1_ZnS_vc_relax,M1_T1_ZnS_vc_relax,done,1.0,0.015959707174231334,272048,8696,255232,16816,19,100,601.92,306.51470612734556,306.51470612734556,294.7699999999999,291.97999999999996,,278.8,292.61529387265443,13.815293872654422,19,19,1,0.0,99.0,99.0,0.0,3719.0,136.03,31.0,0,240,compute
2026-05-10T10-39-54Z_M1_T1_ZnSe_vc_relax,M1_T1_ZnSe_vc_relax,done,1.0,0.013082606149341142,167373,8064,155008,12365,12,100,319.48,282.354829730466,282.354829730466,36.53,35.419999999999995,32.79,32.4,36.015170269534,3.615170269534005,12,12,1,0.0,99.0,99.0,0.0,3599.0,134.7,30.0,0,128,compute
2026-05-10T10-40-12Z_M1_T1_ZnTe_vc_relax,M1_T1_ZnTe_vc_relax,done,1.0,0.014522928257686677,220648,8897,207104,13544,20,100,684.44,315.912203444168,315.912203444168,367.88,367.09999999999997,,65.1,367.74779655583205,302.64779655583203,20,20,1,0.0,99.0,99.0,0.0,3599.0,136.4,32.0,0,274,compute
2026-05-10T10-45-15Z_M1_T2_Al2O3_corundum_bands_dos,M1_T2_Al2O3_corundum_bands_dos,done,0.75,0.037611859443631046,1682495,23778,1658240,24255,61,100,8297.94,862.1765562491491,862.1765562491491,7435.04,105.59,124.60999999999999,287.3,106.31344375085155,-180.98655624914863,61,61,7,0.0,53.0,99.0,0.0,1719.0,133.41,32.0,0,3314,underutilized
2026-05-10T10-49-19Z_M1_T2_AlAs_bands_dos,M1_T2_AlAs_bands_dos,done,0.798287,0.027112064421669104,854329,19849,839296,15033,45,100,1443.05,707.8935454441234,707.8935454441234,734.46,3.69,170.41,160.70000000000002,4.386454555876526,-156.31354544412352,45,45,5,0.0,55.0,69.0,0.0,1719.0,139.46,32.0,0,576,underutilized
2026-05-10T10-50-08Z_M1_T2_AlN_bands_dos,M1_T2_AlN_bands_dos,failed,,0.09747027818448024,5511266,59318,5453440,57826,100,100,3239.85,2113.851718463935,2113.851718463935,1125.1000000000004,61.04,99.71,73.0,61.93828153606455,-11.061718463935449,100,100,9,0.0,54.0,67.0,0.0,1711.0,134.77,30.0,0,1294,underutilized
2026-05-10T10-51-38Z_M1_T2_AlP_bands_dos,M1_T2_AlP_bands_dos,done,0.45,0.033720702781844795,720906,23318,696576,24330,32,100,908.02,802.6485862517729,802.6485862517729,104.66000000000001,101.33000000000001,93.22999999999999,79.89999999999999,102.04141374822704,22.141413748227052,32,32,5,0.0,56.0,64.0,0.0,1719.0,140.21,30.0,0,362,underutilized
2026-05-10T11-06-47Z_M1_T2_AlSb_bands_dos,M1_T2_AlSb_bands_dos,done,0.883499,0.0366192093704246,961034,26442,938368,22666,40,100,1838.47,905.8176877889782,905.8176877889782,931.95,930.09,34.81,26.5,930.7923122110218,904.2923122110218,40,40,5,0.0,49.0,67.0,0.0,1641.0,127.9,30.0,0,734,underutilized
2026-05-10T11-13-23Z_M1_T2_Al_bands_dos,M1_T2_Al_bands_dos,done,0.65,0.0408315373352855,1059173,23167,1021056,38117,35,100,1006.47,814.0506254751235,814.0506254751235,191.71999999999994,188.04,163.38,110.1,188.73937452487655,78.63937452487656,35,35,5,0.0,50.0,67.0,0.0,1641.0,128.03,30.0,0,402,underutilized
2026-05-10T11-30-11Z_M1_T2_BN_hex_bands_dos,M1_T2_BN_hex_bands_dos,done,0.168494,0.03666518301610541,1168496,24310,1143168,25328,49,100,2081.51,866.9026989415288,866.9026989415288,1213.8799999999999,1201.98,146.82999999999998,46.4,1202.7073010584716,1156.3073010584715,49,49,5,0.0,0.0,72.0,0.0,1385.0,121.42,31.0,0,832,underutilized
2026-05-10T11-37-26Z_M1_T2_C_diamond_bands_dos,M1_T2_C_diamond_bands_dos,done,0.86467,0.04902928257686676,2449514,28988,2416000,33514,72,100,5289.38,1054.3285852102563,1054.3285852102563,4234.290000000001,31.619999999999997,16.51,12.1,32.38141478974285,20.281414789742485,72,72,4,0.0,0.0,99.0,0.0,1451.0,121.34,32.0,0,2112,underutilized
2026-05-10T11-44-09Z_M1_T2_CaO_bands_dos,M1_T2_CaO_bands_dos,done,0.710719,0.05093218155197657,2270614,32322,2237952,32662,65,100,5177.69,1189.5947268009186,1189.5947268009186,3987.34,3976.6900000000005,244.19,191.1,3977.4452731990814,3786.3452731990815,65,65,5,0.0,0.0,99.0,0.0,1385.0,119.56,32.0,0,2068,underutilized
2026-05-10T12-04-54Z_M1_T2_Ca_bands_dos,M1_T2_Ca_bands_dos,done,0.40195,0.031143660322108347,951878,20979,930688,21190,40,100,4402.36,753.2230741819367,753.2230741819367,3648.44,3646.4500000000003,80.95,46.5,3647.146925818063,3600.646925818063,40,40,5,0.0,1.0,99.0,0.0,1759.0,124.39,32.0,0,1758,underutilized
2026-05-10T13-03-34Z_M1_T2_CdS_bands_dos,M1_T2_CdS_bands_dos,done,0.75,0.03881639824304539,1106322,23193,1073280,33042,39,100,1053.53,799.5274362387136,799.5274362387136,253.35999999999999,250.98,122.3,118.5,251.62256376128641,133.12256376128641,39,39,5,0.0,55.0,99.0,0.0,1995.0,139.36,31.0,0,422,underutilized
2026-05-10T13-05-37Z_M1_T2_CdSe_bands_dos,M1_T2_CdSe_bands_dos,done,0.75,0.05388966325036603,1843134,39227,1814016,29118,51,100,1733.9,1356.652315937914,1356.652315937914,376.53,373.28000000000003,334.38,322.3,373.9976840620862,51.69768406208618,51,51,5,0.0,99.0,99.0,0.0,3691.0,138.09,31.0,0,692,compute
2026-05-10T13-10-28Z_M1_T2_CdTe_bands_dos,M1_T2_CdTe_bands_dos,done,0.8,0.046190688140556366,1536404,21036,1485696,50708,41,100,829.57,741.2737853387371,741.2737853387371,87.62,84.99,70.84,51.0,85.66621466126297,34.66621466126297,41,41,6,0.0,69.0,99.0,0.0,2573.0,139.97,31.0,0,330,compute
2026-05-10T13-18-18Z_M1_T2_Cd_bands_dos,M1_T2_Cd_bands_dos,done,0.6,0.0388170131771596,1342415,21672,1308288,34127,48,100,1214.32,794.6305756103247,794.6305756103247,418.96999999999986,406.87,83.94,77.19999999999999,407.58942438967534,330.38942438967536,48,48,5,0.0,99.0,99.0,0.0,3693.0,137.12,31.0,0,486,compute
2026-05-10T13-21-09Z_M1_T2_CsCl_bands_dos,M1_T2_CsCl_bands_dos,done,0.4276,0.03143467057101025,571722,20544,545792,25930,22,100,1023.09,699.0125585841015,699.0125585841015,323.46,322.03000000000003,314.04,244.5,322.6474414158986,78.14744141589858,22,22,5,0.0,99.0,99.0,0.0,3693.0,136.84,31.0,0,408,compute
2026-05-10T13-24-18Z_M1_T2_GaN_bands_dos,M1_T2_GaN_bands_dos,done,0.554341,0.03687297218155198,1137246,17387,1097216,40030,36,100,975.43,634.1376500762999,634.1376500762999,340.68,334.45,253.67,310.20000000000005,335.0623499237,24.86234992369998,36,36,5,0.0,99.0,99.0,0.0,3693.0,136.82,31.0,0,390,compute
2026-05-10T13-34-33Z_M1_T2_GaP_bands_dos,M1_T2_GaP_bands_dos,done,0.825938,0.039083103953147874,800720,25120,768384,32336,30,100,1109.98,873.9840046223253,873.9840046223253,235.30999999999997,230.98000000000002,,0.0,231.66599537767476,231.66599537767476,30,30,0,0.0,98.0,99.0,0.0,3527.0,135.5,31.0,0,444,compute
2026-05-10T13-38-13Z_M1_T2_GaSb_bands_dos,M1_T2_GaSb_bands_dos,done,0.084493,0.04057010248901903,1175131,31340,1155072,20059,41,100,1846.39,1108.8384913168848,1108.8384913168848,736.8600000000001,,254.93,298.70000000000005,0.6915086831152166,-298.00849131688483,41,41,5,0.0,78.0,99.0,0.0,3527.0,147.48,31.0,0,738,compute
2026-05-10T13-38-34Z_M1_T2_Ga_bands_dos,M1_T2_Ga_bands_dos,done,0.6,0.06082430453879941,1703560,45381,1669760,33800,47,100,2498.14,1557.1913789128885,1557.1913789128885,940.23,798.12,430.02,529.2,798.8386210871114,269.63862108711135,47,47,5,0.0,74.0,99.0,0.0,3527.0,147.13,31.0,0,998,compute
2026-05-10T13-40-35Z_M1_T2_Ge_bands_dos,M1_T2_Ge_bands_dos,done,0.208232,0.04009862371888726,1580092,25958,1553664,26428,55,100,1536.42,955.0492460671812,955.0492460671812,580.6400000000001,446.38,76.91000000000001,62.300000000000004,447.11075393281874,384.8107539328188,55,55,5,0.0,98.0,99.0,0.0,3527.0,147.48,31.0,0,614,compute
2026-05-10T13-53-04Z_M1_T2_InP_bands_dos,M1_T2_InP_bands_dos,done,0.861128,0.027244773060029284,718555,18518,699392,19163,37,100,2266.32,659.8205669922754,659.8205669922754,1605.83,101.88999999999999,200.66,199.29999999999998,102.55943300772469,-96.74056699227526,37,37,4,0.0,70.0,99.0,0.0,3353.0,148.81,31.0,0,906,compute
2026-05-10T14-06-12Z_M1_T2_KBr_bands_dos,M1_T2_KBr_bands_dos,done,0.6228,0.033842693997071745,912128,25648,893824,18304,32,100,2154.56,879.511904399842,879.511904399842,1274.39,372.26,249.01,159.20000000000002,372.9180956001578,213.71809560015777,32,32,5,0.0,98.0,99.0,0.0,47736.0,147.41,31.0,0,860,compute
2026-05-10T14-09-01Z_M1_T2_KF_bands_dos,M1_T2_KF_bands_dos,done,0.35,0.05068430453879941,2039437,34023,2008832,30605,74,100,1477.97,1241.3289859993383,1241.3289859993383,235.83,234.30999999999997,118.67999999999998,110.10000000000001,235.12101400066166,125.02101400066165,74,74,6,0.0,67.0,99.0,2.0,2321.0,149.39,31.0,0,590,compute
2026-05-10T14-20-13Z_M1_T2_LiAlO2_bands_dos,M1_T2_LiAlO2_bands_dos,done,0.35,0.035629399707174235,962036,22466,933632,28404,34,100,964.26,782.3892406160012,782.3892406160012,181.15,178.53,172.0,156.6,179.2507593839988,22.650759383998803,34,34,5,0.0,73.0,99.0,4.0,37220.0,163.72,31.0,0,386,compute
2026-05-10T14-30-51Z_M1_T2_LiBr_bands_dos,M1_T2_LiBr_bands_dos,cancelled,,0.03670723279648609,1283472,21832,1254016,29456,45,100,9515.76797580719,785.1315880566835,785.1315880566835,5967.99,4465.09,66932.52,7512192.500000003,7227.736387750507,-7504964.763612253,45,45,4,3.0,99.0,99.0,0.0,49654.0,135.64,31.0,0,3328,compute
2026-05-10T14-33-40Z_M1_T2_LiCl_bands_dos,M1_T2_LiCl_bands_dos,done,0.1,0.03376269399707174,707808,27630,691968,15840,34,100,1146.93,945.79932269454,945.79932269454,200.45999999999995,186.63,158.14,102.89999999999999,187.30067730546008,84.40067730546009,34,34,5,0.0,99.0,99.0,0.0,49370.0,135.49,31.0,0,458,compute
2026-05-10T14-36-19Z_M1_T2_LiF_bands_dos,M1_T2_LiF_bands_dos,done,0.616471,0.06677346998535871,2638920,34071,2576512,62408,51,100,6203.1,1207.417436462827,1207.417436462827,4994.91,3792.1400000000003,1559.11,1462.1,3792.912563537174,2330.812563537174,51,51,9,3.0,99.0,99.0,0.0,49370.0,135.75,31.0,0,2012,compute
2026-05-10T14-42-09Z_M1_T2_Li_bands_dos,M1_T2_Li_bands_dos,done,0.25,0.0343315373352855,1146864,23013,1124096,22768,46,100,9257.18,817.3876384999603,817.3876384999603,8439.08,8420.789999999999,3579.44,3558.1,8421.50236150004,4863.402361500039,46,46,5,3.0,99.0,99.0,0.0,49654.0,135.65,31.0,0,3226,compute
2026-05-10T14-52-49Z_M1_T2_MgO_bands_dos,M1_T2_MgO_bands_dos,done,0.35,0.034787906295754026,816655,19181,782336,34319,31,100,1469.69,687.2668211841956,687.2668211841956,781.7900000000002,778.21,655.29,577.8,778.8431788158043,201.04317881580437,31,31,7,71.0,99.0,99.0,1.0,49266.0,135.76,31.0,0,588,compute
2026-05-10T15-17-20Z_M1_T2_NaBr_bands_dos,M1_T2_NaBr_bands_dos,done,0.4692,0.07359464128843338,3129405,45573,3078656,50749,70,100,7033.28,1592.470631254837,1592.470631254837,5440.039999999999,5405.65,1014.3,906.0999999999999,5406.419368745163,4500.319368745164,70,70,5,3.0,98.0,99.0,0.0,49654.0,135.62,31.0,0,2340,compute
2026-05-10T16-19-43Z_M1_T2_NaCl_bands_dos,M1_T2_NaCl_bands_dos,done,0.389397,0.07230749633967788,2515887,42990,2457728,58159,52,100,6661.72,1495.668134198524,1495.668134198524,5165.27,961.08,1510.57,1450.9,961.8618658014757,-489.0381341985244,52,52,6,3.0,99.0,99.0,1.0,49654.0,136.61,32.0,0,2656,compute
2026-05-10T17-09-28Z_M1_T2_NaF_bands_dos,M1_T2_NaF_bands_dos,done,0.55,0.03465344070278185,950205,25430,929920,20285,48,100,1031.8,889.6655642632395,889.6655642632395,141.42,138.29,109.45,66.6,139.00443573676046,72.40443573676046,48,48,6,0.0,68.0,99.0,0.0,3725.0,133.96,31.0,0,412,compute
2026-05-10T17-14-34Z_M1_T2_Na_bands_dos,M1_T2_Na_bands_dos,done,0.482,0.025881991215226937,796090,14756,773120,22970,39,100,1980.03,523.8070598347113,523.8070598347113,1455.5900000000001,1446.58,1436.8600000000001,1401.1999999999998,1447.2129401652885,46.01294016528868,39,39,7,0.0,99.0,99.0,1.0,3717.0,137.3,32.0,0,790,compute
2026-05-10T17-16-27Z_M1_T2_P_black_bands_dos,M1_T2_P_black_bands_dos,done,0.66972,0.05236020497803807,2011853,28271,1965568,46285,53,100,4597.04,973.1790048452094,973.1790048452094,3623.1499999999996,3614.97,1961.76,3733.4,3615.6809951547907,-117.71900484520938,53,53,7,0.0,99.0,99.0,2.0,3911.0,154.27,32.0,0,1836,compute
2026-05-10T17-26-41Z_M1_T2_Pd_bands_dos,M1_T2_Pd_bands_dos,done,0.547332,0.04482439238653002,1618477,24521,1578624,39853,44,100,3451.84,858.9242290416732,858.9242290416732,2592.23,2587.9300000000003,89.07,146.8,2588.615770958327,2441.815770958327,44,44,5,0.0,99.0,99.0,2.0,5298.0,155.9,32.0,0,1378,compute
2026-05-10T17-47-36Z_M1_T2_Pt_bands_dos,M1_T2_Pt_bands_dos,done,0.6,0.030423953147877013,998870,16148,969984,28886,40,100,1635.6,576.4255529865623,576.4255529865623,1058.49,1055.25,978.88,939.3,1055.9344470134376,116.6344470134377,40,40,5,0.0,99.0,99.0,2.0,5584.0,150.93,32.0,0,652,compute
2026-05-10T18-10-46Z_M1_T2_RbCl_bands_dos,M1_T2_RbCl_bands_dos,done,0.7072,0.04797379209370424,2149245,34169,2126080,23165,68,100,3518.03,1177.447943303734,1177.447943303734,2339.74,995.02,115.13000000000001,104.4,995.8620566962663,891.4620566962662,68,68,5,0.0,99.0,99.0,2.0,3911.0,149.26,32.0,0,1406,compute
2026-05-10T18-14-52Z_M1_T2_Rb_bands_dos,M1_T2_Rb_bands_dos,done,0.95595,0.040472093704245975,1192590,29988,1170176,22414,38,100,1774.47,1011.596811953932,1011.596811953932,762.18,757.1299999999999,743.13,722.6,757.8231880460679,35.22318804606789,38,38,5,0.0,99.0,99.0,2.0,3911.0,156.78,32.0,0,710,compute
2026-05-10T18-24-14Z_M1_T2_SiO2_alpha_quartz_bands_dos,M1_T2_SiO2_alpha_quartz_bands_dos,done,0.0,0.03713106881405563,1157170,24474,1131008,26162,48,100,4599.81,856.7614336293191,856.7614336293191,3742.31,3739.02,133.88,130.5,3739.7585663706814,3609.2585663706814,48,48,5,0.0,64.0,99.0,1.0,2181.0,139.1,32.0,0,1838,compute
2026-05-10T18-33-05Z_M1_T2_Si_bands_dos,M1_T2_Si_bands_dos,done,0.9864,0.03134360175695461,1055718,18029,1028992,26726,39,100,4693.11,630.5480523966253,630.5480523966253,4061.9100000000008,4058.7,76.14999999999999,40.3,4059.3519476033734,4019.0519476033733,39,39,5,0.0,59.0,70.0,0.0,1891.0,135.92,33.0,0,1874,underutilized
2026-05-10T18-44-28Z_M1_T2_Sn_alpha_bands_dos,M1_T2_Sn_alpha_bands_dos,done,0.503451,0.03121935578330893,836139,21180,814208,21931,35,100,810.9,718.2008148590103,718.2008148590103,92.03999999999999,80.25999999999999,61.370000000000005,56.8,80.9191851409897,24.1191851409897,35,35,5,0.0,52.0,63.0,1.0,1943.0,140.45,31.0,0,324,underutilized
2026-05-10T18-58-00Z_M1_T2_SrO_bands_dos,M1_T2_SrO_bands_dos,done,0.85,0.02943133235724744,798402,21131,780160,18242,37,100,1175.37,721.9208950810134,721.9208950810134,452.79999999999995,31.04,58.08,40.9,31.689104918986516,-9.210895081013462,37,37,5,0.0,4.0,70.0,0.0,1825.0,123.68,31.0,0,470,underutilized
2026-05-10T19-09-25Z_M1_T2_Sr_bands_dos,M1_T2_Sr_bands_dos,done,0.4252,0.04354181551976574,981643,34934,960384,21259,37,100,1424.29,1164.2693486036733,1164.2693486036733,259.3399999999999,256.46000000000004,248.95999999999998,46.400000000000006,257.1406513963268,210.7406513963268,37,37,5,0.0,0.0,67.0,0.0,1699.0,121.04,30.0,0,568,underutilized
2026-05-10T19-17-37Z_M1_T2_ZnS_bands_dos,M1_T2_ZnS_bands_dos,done,0.6156,0.04193906295754027,1556397,30444,1534592,21805,55,100,3843.96,1054.538141027093,1054.538141027093,2788.66,2785.2799999999997,93.09,56.00000000000001,2786.041858972907,2730.041858972907,55,55,5,0.0,64.0,83.0,26.0,6453.0,259.0,41.0,0,1534,compute
2026-05-10T19-33-10Z_M1_T2_ZnSe_bands_dos,M1_T2_ZnSe_bands_dos,done,0.6032,0.0340479355783309,897581,23889,875136,22445,40,100,917.41,826.8807258736342,826.8807258736342,89.83000000000001,87.31,79.71,52.9,88.00927412636574,35.10927412636574,40,40,5,0.0,0.0,61.0,0.0,1513.0,124.01,30.0,0,368,underutilized
2026-05-10T19-40-55Z_M1_T2_ZnTe_bands_dos,M1_T2_ZnTe_bands_dos,done,0.5056,0.06311112737920938,1671713,40425,1622400,49313,46,100,1581.7,1365.2156180972233,1365.2156180972233,215.81,213.2,114.69999999999999,108.30000000000001,213.8743819027767,105.57438190277668,46,46,5,0.0,60.0,71.0,25.0,6163.0,255.38,40.0,0,632,compute
2026-05-10T19-48-29Z_M2_T1_Ag2Se_naumannite_vc_relax,M2_T1_Ag2Se_naumannite_vc_relax,done,1.0,0.032118682284040995,1099503,13774,1062784,36719,39,100,809.14,515.2312161149457,515.2312161149457,293.1599999999999,290.2,287.88,286.6,290.94878388505435,4.348783885054331,39,39,2,0.0,63.0,71.0,28.0,6163.0,261.36,40.0,0,322,compute
2026-05-10T19-51-19Z_M2_T1_BaZn2Sb2_vc_relax,M2_T1_BaZn2Sb2_vc_relax,done,1.0,0.023086852122986827,546964,11806,522368,24596,31,100,798.59,413.03839733824134,413.03839733824134,384.89,381.93,377.73,376.3,382.5916026617587,6.291602661758702,31,31,1,0.0,62.0,71.0,28.0,6163.0,261.87,40.0,0,318,compute
2026-05-10T20-02-00Z_M2_T1_Bi12TiO20_sillenite_vc_relax,M2_T1_Bi12TiO20_sillenite_vc_relax,done,1.0,0.030579560761346998,651012,17244,621056,29956,26,100,791.12,593.4694504607469,593.4694504607469,197.01999999999998,195.70999999999998,,191.1,196.34054953925312,5.240549539253124,26,26,1,0.0,67.0,81.0,33.0,5893.0,280.47,39.0,0,316,compute
2026-05-10T20-04-39Z_M2_T1_CaTiO3_tet_vc_relax,M2_T1_CaTiO3_tet_vc_relax,done,1.0,0.015749428989751096,261847,10003,248064,13783,19,100,430.43,341.3034738013521,341.3034738013521,88.5,84.16000000000001,82.3,81.6,84.78652619864793,3.1865261986479396,19,19,1,0.0,68.0,81.0,33.0,5893.0,284.95,38.0,0,172,compute
2026-05-10T20-07-17Z_M2_T1_CdGa2O4_spinel_vc_relax,M2_T1_CdGa2O4_spinel_vc_relax,done,1.0,0.015396778916544656,241204,8626,225280,15924,17,100,359.94,292.41705071926117,292.41705071926117,66.88,65.23,,63.5,65.87294928073884,2.372949280738837,17,17,1,0.0,68.0,81.0,33.0,5893.0,280.47,38.0,0,144,compute
2026-05-10T20-11-50Z_M2_T1_CoSb3_vc_relax,M2_T1_CoSb3_vc_relax,done,1.0,0.014828199121522693,222381,8378,207104,15277,16,100,722.6,283.42944260686636,283.42944260686636,438.52,436.94,435.19,430.5,437.5905573931337,7.090557393133679,16,16,1,27.0,93.0,99.0,40.0,9115.0,300.23,41.0,0,288,compute
2026-05-10T20-13-19Z_M2_T1_CsPbI3_gamma_vc_relax,M2_T1_CsPbI3_gamma_vc_relax,done,1.0,0.01881218155197657,314214,10979,295808,18406,19,100,1100.94,371.89206345099956,371.89206345099956,728.38,726.14,722.28,717.7,726.8079365490005,9.107936549000442,19,19,1,37.0,98.0,99.0,36.0,9115.0,279.12,41.0,0,440,compute
2026-05-10T20-15-12Z_M2_T1_HfO2_monoclinic_vc_relax,M2_T1_HfO2_monoclinic_vc_relax,done,1.0,0.01598948755490483,247981,7245,227968,20013,16,100,787.62,256.12817110400647,256.12817110400647,530.8100000000001,529.58,528.09,526.2,530.2618288959935,4.061828895993472,16,16,1,40.0,98.0,99.0,37.0,9115.0,282.96,41.0,0,314,compute
2026-05-10T20-21-42Z_M2_T1_IrSb3_vc_relax,M2_T1_IrSb3_vc_relax,done,1.0,0.42103672035139095,22713674,13577,21965312,748362,44,100,2809.92,611.2536835055798,611.2536835055798,2197.94,905.12,2475.42,4077.3,905.8463164944201,-3171.45368350558,44,44,2,49.0,89.0,99.0,21.0,14002.0,219.77,38.0,0,1122,compute
2026-05-10T20-23-54Z_M2_T1_Li3PO4_gamma_vc_relax,M2_T1_Li3PO4_gamma_vc_relax,done,1.0,0.027786090775988287,625325,15674,598400,26925,28,100,2799.45,544.4058817913756,544.4058817913756,3050.8199999999997,3049.37,1788.54,1772.8000000000002,2253.5941182086244,480.79411820862424,28,28,3,49.0,86.0,99.0,21.0,14002.0,219.51,38.0,0,1118,compute
2026-05-10T20-28-21Z_M2_T1_LiAlSi2O6_spodumene_vc_relax,M2_T1_LiAlSi2O6_spodumene_vc_relax,done,1.0,0.025118067349926793,771560,13585,747776,23784,39,100,2316.89,476.1008074525744,476.1008074525744,1840.1000000000001,1838.6100000000001,806.23,801.9,1839.2991925474255,1037.3991925474254,39,39,1,49.0,75.0,99.0,20.0,14002.0,218.66,38.0,0,926,compute
2026-05-10T20-31-41Z_M2_T1_LiCoPO4_olivine_vc_relax,M2_T1_LiCoPO4_olivine_vc_relax,failed,,0.03880796486090776,1324502,20527,1287936,36566,50,100,3669.6645703315735,731.9011500729248,731.9011500729248,2937.03,2930.93,100.63,3809.0,2931.6634202586483,-877.3365797413517,50,50,4,48.0,92.0,99.0,19.0,15184.0,214.15,38.0,0,1466,compute
2026-05-10T21-06-59Z_M2_T1_LiFePO4_olivine_vc_relax,M2_T1_LiFePO4_olivine_vc_relax,done,0.281175,0.03974644216691068,1145665,22097,1108608,37057,37,100,2197.55,752.9930422315374,752.9930422315374,1443.9,1442.57,288.73,525.0,1443.2269577684626,918.2269577684626,37,37,2,41.0,96.0,99.0,22.0,15184.0,243.34,40.0,0,878,compute
2026-05-10T21-08-34Z_M2_T1_LiMnPO4_olivine_vc_relax,M2_T1_LiMnPO4_olivine_vc_relax,failed,,0.031846705710102494,456705,13849,415360,41345,18,100,1003.09,490.431038194336,490.431038194336,512.03,511.01,,504.7,511.63896180566405,6.938961805664064,18,18,1,48.0,97.0,99.0,13.0,15184.0,190.82,35.0,0,402,compute
2026-05-10T21-10-35Z_M2_T1_MgAl2O4_spinel_vc_relax,M2_T1_MgAl2O4_spinel_vc_relax,done,1.0,0.01675800878477306,264864,11737,252288,12576,19,100,657.48,400.66880223713815,400.66880223713815,256.18,255.03,250.04,245.5,255.66119776286186,10.16119776286186,19,19,2,48.0,96.0,99.0,13.0,14706.0,191.37,34.0,0,264,compute
2026-05-10T21-21-33Z_M2_T1_MgSiO3_bridgmanite_vc_relax,M2_T1_MgSiO3_bridgmanite_vc_relax,done,1.0,0.01996146412884334,423402,11513,404352,19050,26,100,607.8,400.8112694909796,400.8112694909796,206.29999999999998,205.07,193.41,188.7,205.75873050902035,17.058730509020364,26,26,3,41.0,99.0,99.0,15.0,15184.0,197.32,36.0,0,242,compute
2026-05-10T21-25-18Z_M2_T1_SiO2_coesite_vc_relax,M2_T1_SiO2_coesite_vc_relax,done,1.0,0.019745095168374818,316783,12597,299520,17263,21,100,685.83,424.83927424717695,424.83927424717695,260.34000000000003,258.46,254.58999999999997,253.3,259.11072575282304,5.810725752823032,21,21,2,21.0,95.0,99.0,18.0,15184.0,213.04,37.0,0,274,compute
2026-05-10T21-31-42Z_M2_T1_Sr3AlSb3_vc_relax,M2_T1_Sr3AlSb3_vc_relax,done,1.0,0.03352796486090776,976274,22221,952320,23954,42,100,2120.36,765.814602307044,765.814602307044,1353.8500000000001,1352.49,1642.41,1360.8,1353.185397692956,-7.614602307043924,42,42,2,47.0,83.0,99.0,38.0,16501.0,266.21,41.0,0,848,compute
2026-05-10T21-32-51Z_M2_T1_SrTiO3_tet_lowT_vc_relax,M2_T1_SrTiO3_tet_lowT_vc_relax,done,1.0,0.016810102489019034,240237,9449,222720,17517,16,100,1219.88,315.1111960327253,315.1111960327253,904.1300000000001,900.11,,914.1,900.7488039672747,-13.351196032725284,16,16,1,47.0,79.0,99.0,40.0,16387.0,269.71,40.0,0,488,compute
2026-05-10T21-36-44Z_M2_T1_Ti3O5_vc_relax,M2_T1_Ti3O5_vc_relax,done,1.0,0.0158295168374817,311926,9172,296704,15222,24,100,1639.82,322.64462314452976,322.64462314452976,1316.5,1315.56,410.84000000000003,409.6,1316.2353768554701,906.6353768554701,24,24,1,50.0,80.0,99.0,40.0,19837.0,270.9,41.0,0,654,compute
2026-05-10T21-43-37Z_M2_T1_WO3_roomT_vc_relax,M2_T1_WO3_roomT_vc_relax,failed,,0.08595830161054173,5209618,47637,5152128,57490,100,100,8061.13,1700.4878744147718,1700.4878744147718,6359.720000000002,5505.89,,435.6,5506.812125585227,5071.212125585226,100,100,1,42.0,82.0,99.0,29.0,12097.0,261.02,43.0,0,3220,compute
2026-05-10T21-53-12Z_M2_T1_YAlO3_YAP_vc_relax,M2_T1_YAlO3_YAP_vc_relax,done,1.0,0.035890248901903364,954142,16111,912256,41886,29,100,2554.96,569.0632094703615,569.0632094703615,1985.2199999999998,1984.83,182.84,1949.6,1985.5067905296387,35.90679052963878,29,29,3,51.0,94.0,99.0,22.0,15020.0,236.79,41.0,0,1020,compute
2026-05-10T22-04-06Z_M2_T1_ZnAl2O4_gahnite_vc_relax,M2_T1_ZnAl2O4_gahnite_vc_relax,done,1.0,0.01309493411420205,239694,7205,226176,13518,17,100,297.73,251.6323617482558,251.6323617482558,45.510000000000005,43.79,41.68,41.2,44.37763825174422,3.17763825174422,17,17,1,43.0,99.0,99.0,13.0,9405.0,204.45,34.0,0,118,compute
2026-05-10T22-07-03Z_M2_T1_ZrO2_baddeleyite_vc_relax,M2_T1_ZrO2_baddeleyite_vc_relax,done,1.0,0.014572210834553442,226553,9047,213248,13305,19,100,1015.65,319.16791076026857,319.16791076026857,695.8499999999999,694.16,687.77,684.7,694.7920892397315,10.092089239731422,19,19,1,52.0,97.0,99.0,20.0,9443.0,236.79,36.0,0,406,compute
